feature,resolution,coefficient,abs_coefficient
feature_368,parametric,0.05766755973706176,0.05766755973706176
feature_373,parametric,-0.05731635924749845,0.05731635924749845
feature_1,parametric,0.05716450044807535,0.05716450044807535
feature_200,parametric,-0.057156086512494354,0.057156086512494354
feature_34,parametric,-0.05700828198321478,0.05700828198321478
feature_222,parametric,-0.05687225234721971,0.05687225234721971
feature_380,parametric,0.05672899981259987,0.05672899981259987
feature_291,parametric,-0.05664154881593846,0.05664154881593846
feature_315,parametric,-0.05662074683601242,0.05662074683601242
feature_71,parametric,-0.05661504708563356,0.05661504708563356
feature_340,parametric,-0.056589410439774654,0.056589410439774654
feature_421,parametric,0.0563887276513584,0.0563887276513584
feature_105,parametric,-0.05638486432652402,0.05638486432652402
feature_198,parametric,-0.05619271234040301,0.05619271234040301
feature_306,parametric,0.05616834613867801,0.05616834613867801
feature_248,parametric,0.056166634258321815,0.056166634258321815
feature_473,parametric,0.05612829305516824,0.05612829305516824
feature_412,parametric,0.05600869648375687,0.05600869648375687
feature_176,parametric,-0.05576363826361583,0.05576363826361583
feature_22,parametric,-0.05572340590901901,0.05572340590901901
feature_83,parametric,0.055684232456261834,0.055684232456261834
feature_476,parametric,-0.055595592266102084,0.055595592266102084
feature_270,parametric,-0.055585098798846974,0.055585098798846974
feature_160,parametric,-0.05545371983109448,0.05545371983109448
feature_260,parametric,0.05543926220377606,0.05543926220377606
feature_454,parametric,-0.055437769290740777,0.055437769290740777
feature_154,parametric,0.05537878684647668,0.05537878684647668
feature_367,parametric,0.05522558512159504,0.05522558512159504
feature_39,parametric,-0.05507357167999315,0.05507357167999315
feature_443,parametric,-0.05501890189343652,0.05501890189343652
feature_442,parametric,-0.05473186164783975,0.05473186164783975
feature_471,parametric,0.0545343555668484,0.0545343555668484
feature_331,parametric,-0.05450930890252872,0.05450930890252872
feature_56,parametric,0.05447398354489441,0.05447398354489441
feature_214,parametric,0.054365687244203216,0.054365687244203216
feature_24,parametric,-0.05425760694009787,0.05425760694009787
feature_298,parametric,-0.05424405036928816,0.05424405036928816
feature_136,parametric,0.05417529244166347,0.05417529244166347
feature_259,parametric,-0.05408848240216986,0.05408848240216986
feature_80,parametric,-0.0540708122050092,0.0540708122050092
feature_211,parametric,0.053943135806819094,0.053943135806819094
feature_57,parametric,-0.05388818826300297,0.05388818826300297
feature_48,parametric,0.053658626214817685,0.053658626214817685
feature_127,parametric,0.05356881581336609,0.05356881581336609
feature_212,parametric,-0.05343491307448375,0.05343491307448375
feature_496,parametric,-0.053335924006366574,0.053335924006366574
feature_351,parametric,0.05321352012354057,0.05321352012354057
feature_370,parametric,0.05312247485922595,0.05312247485922595
feature_335,parametric,0.05309642893917132,0.05309642893917132
feature_185,parametric,0.053084621146276996,0.053084621146276996
feature_431,parametric,0.053007098600174475,0.053007098600174475
feature_364,parametric,0.052908427939368174,0.052908427939368174
feature_411,parametric,-0.05267930734004365,0.05267930734004365
feature_448,parametric,-0.05261087060630484,0.05261087060630484
feature_137,parametric,-0.052575106532347066,0.052575106532347066
feature_239,parametric,0.051673977354439314,0.051673977354439314
feature_456,parametric,-0.051436449501308726,0.051436449501308726
feature_264,parametric,-0.05129797639342466,0.05129797639342466
feature_487,parametric,0.051229315237793074,0.051229315237793074
feature_91,parametric,-0.051194699820346336,0.051194699820346336
feature_186,parametric,0.051136874918458516,0.051136874918458516
feature_152,parametric,-0.05112048323822715,0.05112048323822715
feature_21,parametric,0.05110576100802021,0.05110576100802021
feature_47,parametric,-0.050787313772788695,0.050787313772788695
feature_16,parametric,0.05076384995729261,0.05076384995729261
feature_78,parametric,0.050649233500316145,0.050649233500316145
feature_321,parametric,-0.05049268430613277,0.05049268430613277
feature_343,parametric,-0.05039202051471605,0.05039202051471605
feature_257,parametric,0.050340131727121915,0.050340131727121915
feature_241,parametric,0.050048349846735236,0.050048349846735236
feature_341,parametric,-0.05002506619268305,0.05002506619268305
feature_395,parametric,-0.04983094650108831,0.04983094650108831
feature_26,parametric,-0.049754177596058845,0.049754177596058845
block_tail_asymmetry,block,0.04973656901978845,0.04973656901978845
feature_382,parametric,0.04971085423612584,0.04971085423612584
feature_401,parametric,0.049702588429661576,0.049702588429661576
feature_369,parametric,0.04957668788107297,0.04957668788107297
feature_430,parametric,-0.04939032399524104,0.04939032399524104
feature_4,parametric,-0.048513877999135965,0.048513877999135965
block_mean,block,0.048501364528365114,0.048501364528365114
feature_435,parametric,-0.04841460370842333,0.04841460370842333
spatial_edge_distance,spatial,0.04834613066341928,0.04834613066341928
feature_208,parametric,-0.04811360228546753,0.04811360228546753
feature_303,parametric,-0.04808379764314548,0.04808379764314548
feature_140,parametric,-0.04805005057664213,0.04805005057664213
feature_118,parametric,-0.04801342161111897,0.04801342161111897
feature_392,parametric,0.04790404978422184,0.04790404978422184
feature_356,parametric,-0.04784293151598381,0.04784293151598381
feature_62,parametric,-0.04749556229056844,0.04749556229056844
feature_51,parametric,0.04726419185549219,0.04726419185549219
feature_346,parametric,-0.04720345768673743,0.04720345768673743
feature_41,parametric,-0.04716710744376809,0.04716710744376809
feature_483,parametric,0.04715477497131489,0.04715477497131489
feature_461,parametric,-0.047087874148005124,0.047087874148005124
feature_114,parametric,-0.04688281957407599,0.04688281957407599
feature_491,parametric,0.046851498700680685,0.046851498700680685
spatial_nearest_old_fail,spatial,0.04680702575108353,0.04680702575108353
feature_166,parametric,0.0466204945309605,0.0466204945309605
feature_125,parametric,-0.04641971971054719,0.04641971971054719
feature_240,parametric,0.046389074373176624,0.046389074373176624
feature_27,parametric,0.04635695619298741,0.04635695619298741
feature_288,parametric,0.04631605434683588,0.04631605434683588
feature_9,parametric,-0.0461216409919059,0.0461216409919059
feature_427,parametric,-0.04602547404375033,0.04602547404375033
feature_449,parametric,0.04598365129305938,0.04598365129305938
feature_82,parametric,0.04582533010092445,0.04582533010092445
feature_202,parametric,0.04575344638764804,0.04575344638764804
feature_261,parametric,-0.04523719358680753,0.04523719358680753
feature_182,parametric,-0.04489681259704598,0.04489681259704598
feature_326,parametric,0.04471303028407349,0.04471303028407349
feature_386,parametric,0.0446850701195223,0.0446850701195223
feature_40,parametric,0.044644686129540596,0.044644686129540596
feature_36,parametric,0.04433426603632887,0.04433426603632887
feature_327,parametric,-0.04417263678426415,0.04417263678426415
feature_170,parametric,-0.04413203647994958,0.04413203647994958
feature_372,parametric,-0.04410403209723313,0.04410403209723313
feature_224,parametric,-0.04397033605910922,0.04397033605910922
feature_161,parametric,0.043931298598368744,0.043931298598368744
feature_30,parametric,0.04386572915792116,0.04386572915792116
spatial_old_fail_density_w7,spatial,-0.04383977943441766,0.04383977943441766
feature_147,parametric,-0.04380397094216816,0.04380397094216816
feature_316,parametric,-0.04350932735880288,0.04350932735880288
feature_253,parametric,0.043263932056242925,0.043263932056242925
feature_141,parametric,0.04322006160914524,0.04322006160914524
feature_310,parametric,0.04314460805487426,0.04314460805487426
feature_394,parametric,-0.042708312147126046,0.042708312147126046
feature_400,parametric,0.04251054494822907,0.04251054494822907
feature_391,parametric,0.04244650290319849,0.04244650290319849
feature_355,parametric,-0.04218049709503005,0.04218049709503005
feature_318,parametric,-0.041775097293086226,0.041775097293086226
feature_328,parametric,0.04150195193179835,0.04150195193179835
feature_498,parametric,0.04141319279411362,0.04141319279411362
feature_79,parametric,-0.041349545003310006,0.041349545003310006
feature_252,parametric,0.04122452393132741,0.04122452393132741
feature_6,parametric,-0.04120169833479824,0.04120169833479824
feature_390,parametric,-0.0411852904029521,0.0411852904029521
feature_330,parametric,-0.04099440147507495,0.04099440147507495
feature_329,parametric,-0.04096867988305546,0.04096867988305546
feature_410,parametric,0.04095481776784852,0.04095481776784852
feature_121,parametric,0.04073478748438331,0.04073478748438331
feature_61,parametric,-0.040658447351223925,0.040658447351223925
feature_462,parametric,-0.04059545516476664,0.04059545516476664
feature_67,parametric,0.04038191652808633,0.04038191652808633
feature_129,parametric,-0.04035628040337276,0.04035628040337276
feature_317,parametric,0.04022323670848706,0.04022323670848706
feature_415,parametric,0.04013965803810732,0.04013965803810732
feature_434,parametric,-0.04007114505323695,0.04007114505323695
feature_459,parametric,-0.040008697996433494,0.040008697996433494
block_scan_box512,block,0.0399048518650336,0.0399048518650336
feature_366,parametric,0.03972544375953883,0.03972544375953883
feature_311,parametric,-0.039687300014207526,0.039687300014207526
feature_230,parametric,0.039682667978561306,0.039682667978561306
feature_32,parametric,-0.03965300958428661,0.03965300958428661
feature_347,parametric,-0.03955289839428458,0.03955289839428458
feature_432,parametric,0.039387703557820675,0.039387703557820675
feature_479,parametric,0.0393640970310539,0.0393640970310539
feature_206,parametric,-0.03929374734311332,0.03929374734311332
feature_445,parametric,0.03916088552114449,0.03916088552114449
feature_424,parametric,-0.03914710665562435,0.03914710665562435
feature_184,parametric,0.039046886050627505,0.039046886050627505
feature_485,parametric,-0.039005728881264704,0.039005728881264704
feature_149,parametric,0.038849123317551124,0.038849123317551124
feature_489,parametric,0.03872299788512277,0.03872299788512277
feature_44,parametric,0.03856138720248533,0.03856138720248533
feature_323,parametric,0.03854812075599327,0.03854812075599327
feature_361,parametric,0.038524009770038205,0.038524009770038205
feature_54,parametric,0.03836397556225236,0.03836397556225236
feature_402,parametric,0.03833932609923485,0.03833932609923485
feature_296,parametric,0.038192126047944384,0.038192126047944384
feature_439,parametric,-0.038055126588447834,0.038055126588447834
feature_408,parametric,0.03797034651938949,0.03797034651938949
feature_256,parametric,0.03774024258771053,0.03774024258771053
block_scan_gauss300,block,0.037686933039916,0.037686933039916
feature_422,parametric,-0.03704833884526893,0.03704833884526893
feature_383,parametric,0.03700225960180106,0.03700225960180106
feature_266,parametric,0.03696303929026476,0.03696303929026476
feature_35,parametric,-0.03687845006465791,0.03687845006465791
spatial_old_fail_density_w5,spatial,0.03664616008247452,0.03664616008247452
feature_203,parametric,0.03628864372596564,0.03628864372596564
feature_409,parametric,0.03615782240695401,0.03615782240695401
feature_95,parametric,0.03612161251834029,0.03612161251834029
feature_465,parametric,-0.0361201829460777,0.0361201829460777
feature_68,parametric,0.03595358756694752,0.03595358756694752
feature_210,parametric,0.03590482966974858,0.03590482966974858
feature_429,parametric,-0.03571572683476036,0.03571572683476036
feature_18,parametric,0.03556527621259326,0.03556527621259326
feature_324,parametric,0.035538196503175155,0.035538196503175155
feature_334,parametric,-0.035372398670413786,0.035372398670413786
feature_393,parametric,-0.03530799499528132,0.03530799499528132
feature_138,parametric,-0.035307945011444866,0.035307945011444866
feature_377,parametric,0.035132318367832954,0.035132318367832954
feature_111,parametric,-0.03490916585690161,0.03490916585690161
feature_417,parametric,0.03449121553110352,0.03449121553110352
feature_297,parametric,0.03448173149007748,0.03448173149007748
feature_116,parametric,0.03443107293750971,0.03443107293750971
feature_428,parametric,-0.034389275953323924,0.034389275953323924
feature_7,parametric,0.03424425062074588,0.03424425062074588
feature_76,parametric,0.03424241239936175,0.03424241239936175
feature_468,parametric,0.03379655677223158,0.03379655677223158
feature_102,parametric,0.03373804514044233,0.03373804514044233
feature_300,parametric,-0.033665019654653815,0.033665019654653815
feature_494,parametric,-0.03351357335452616,0.03351357335452616
feature_196,parametric,-0.03350783565058358,0.03350783565058358
feature_405,parametric,0.03346092358562332,0.03346092358562332
feature_249,parametric,-0.033178256422486875,0.033178256422486875
feature_73,parametric,0.033164627589481514,0.033164627589481514
feature_119,parametric,-0.0330660174117924,0.0330660174117924
feature_158,parametric,-0.03274494741824799,0.03274494741824799
feature_11,parametric,0.03260954213255369,0.03260954213255369
feature_64,parametric,0.03260176452322633,0.03260176452322633
feature_363,parametric,-0.032263707676872734,0.032263707676872734
feature_493,parametric,-0.032222663383787986,0.032222663383787986
feature_148,parametric,0.03215966937939056,0.03215966937939056
feature_181,parametric,0.031942810084983966,0.031942810084983966
feature_63,parametric,-0.03168519443174122,0.03168519443174122
feature_492,parametric,-0.031622175699121485,0.031622175699121485
feature_96,parametric,-0.03140299027115178,0.03140299027115178
feature_10,parametric,-0.030969279179085863,0.030969279179085863
feature_199,parametric,0.030803049830672283,0.030803049830672283
feature_86,parametric,0.0306824431187403,0.0306824431187403
feature_131,parametric,0.030562148849877676,0.030562148849877676
feature_338,parametric,-0.03054951106361815,0.03054951106361815
feature_416,parametric,0.030235602445305824,0.030235602445305824
feature_378,parametric,-0.029916338045561926,0.029916338045561926
feature_124,parametric,-0.029833216054632083,0.029833216054632083
feature_344,parametric,-0.0298051381392487,0.0298051381392487
feature_499,parametric,0.02972688084139186,0.02972688084139186
feature_187,parametric,-0.02971347900223178,0.02971347900223178
feature_322,parametric,-0.02962444047852108,0.02962444047852108
feature_279,parametric,0.02962118734768877,0.02962118734768877
feature_90,parametric,-0.029500381266642808,0.029500381266642808
block_frac_gt_3,block,-0.029218105807716045,0.029218105807716045
feature_469,parametric,-0.029076028896713,0.029076028896713
feature_106,parametric,0.02900184190552417,0.02900184190552417
feature_215,parametric,0.028926670618281337,0.028926670618281337
feature_139,parametric,-0.02890265503301287,0.02890265503301287
feature_143,parametric,-0.02877733447270591,0.02877733447270591
feature_84,parametric,-0.02875205233074366,0.02875205233074366
feature_375,parametric,0.02867938416377775,0.02867938416377775
feature_226,parametric,0.02867105612464936,0.02867105612464936
block_scan_gauss50,block,0.028594811159709986,0.028594811159709986
feature_406,parametric,0.028541433016683146,0.028541433016683146
feature_5,parametric,0.02852881632094886,0.02852881632094886
feature_354,parametric,-0.02850321931263045,0.02850321931263045
feature_87,parametric,-0.02846324446571274,0.02846324446571274
feature_360,parametric,0.02842871117597302,0.02842871117597302
feature_52,parametric,0.028397874742929676,0.028397874742929676
feature_458,parametric,0.0282272153639664,0.0282272153639664
feature_101,parametric,0.027964955314649396,0.027964955314649396
feature_319,parametric,-0.02762893356464205,0.02762893356464205
feature_228,parametric,-0.027417185388363272,0.027417185388363272
feature_470,parametric,-0.02735405196770716,0.02735405196770716
feature_104,parametric,-0.02709659250471112,0.02709659250471112
block_skew,block,0.027067306235949707,0.027067306235949707
feature_488,parametric,0.026836355117155968,0.026836355117155968
feature_371,parametric,-0.026829879101985747,0.026829879101985747
feature_357,parametric,0.026809687201907552,0.026809687201907552
feature_201,parametric,0.026764787643782758,0.026764787643782758
feature_110,parametric,0.026510329240645496,0.026510329240645496
feature_165,parametric,-0.026445988889658184,0.026445988889658184
feature_74,parametric,-0.026369769281078467,0.026369769281078467
feature_38,parametric,0.02629586224311967,0.02629586224311967
feature_302,parametric,-0.026277164934632093,0.026277164934632093
feature_453,parametric,-0.026252527106598644,0.026252527106598644
feature_292,parametric,0.025791716194483023,0.025791716194483023
feature_268,parametric,0.025771938442089526,0.025771938442089526
feature_353,parametric,-0.025579070320953835,0.025579070320953835
block_top5pct_mean,block,-0.02524083773759851,0.02524083773759851
feature_194,parametric,-0.025192574912508002,0.025192574912508002
feature_144,parametric,0.025130908417924893,0.025130908417924893
feature_273,parametric,0.025117868834028726,0.025117868834028726
feature_157,parametric,-0.025092303700102906,0.025092303700102906
feature_374,parametric,-0.024978988663892646,0.024978988663892646
feature_274,parametric,-0.024968857484608458,0.024968857484608458
feature_135,parametric,0.024736460682947492,0.024736460682947492
feature_301,parametric,-0.024700810644940972,0.024700810644940972
feature_120,parametric,0.024464723398983135,0.024464723398983135
feature_234,parametric,0.02440650268982031,0.02440650268982031
feature_50,parametric,0.0242754254208218,0.0242754254208218
feature_423,parametric,0.024100858195387046,0.024100858195387046
feature_278,parametric,0.023824213730760286,0.023824213730760286
feature_481,parametric,0.0236077623677648,0.0236077623677648
feature_438,parametric,0.023470868166968625,0.023470868166968625
spatial_col_norm,spatial,0.02326238642943814,0.02326238642943814
feature_93,parametric,-0.02309448979720443,0.02309448979720443
feature_339,parametric,-0.022952381036292706,0.022952381036292706
feature_151,parametric,0.02270462594476834,0.02270462594476834
feature_98,parametric,0.022600897662852382,0.022600897662852382
feature_2,parametric,-0.022418816187367366,0.022418816187367366
feature_398,parametric,-0.021950643781177195,0.021950643781177195
block_scan_gauss25,block,-0.02191445234834018,0.02191445234834018
feature_122,parametric,0.02189783882753609,0.02189783882753609
feature_142,parametric,0.021894167783279673,0.021894167783279673
feature_247,parametric,-0.021855613117623657,0.021855613117623657
feature_179,parametric,0.021651159217335857,0.021651159217335857
feature_172,parametric,-0.02164288708145324,0.02164288708145324
feature_177,parametric,-0.021638099000142155,0.021638099000142155
feature_314,parametric,0.02138942836877109,0.02138942836877109
feature_407,parametric,-0.02122327051651146,0.02122327051651146
feature_313,parametric,-0.021008759821939112,0.021008759821939112
feature_451,parametric,-0.020890712834793736,0.020890712834793736
feature_281,parametric,-0.02080226599764961,0.02080226599764961
feature_94,parametric,-0.020764711334690912,0.020764711334690912
feature_452,parametric,-0.02068187373842092,0.02068187373842092
block_frac_gt_2,block,-0.020664013597893584,0.020664013597893584
feature_107,parametric,-0.020640103313909277,0.020640103313909277
feature_55,parametric,0.020616530525818143,0.020616530525818143
feature_175,parametric,0.020522000528619924,0.020522000528619924
feature_23,parametric,0.020370648493313437,0.020370648493313437
feature_352,parametric,0.020186154635908626,0.020186154635908626
feature_14,parametric,0.019727243989618153,0.019727243989618153
feature_128,parametric,0.01971587726373107,0.01971587726373107
feature_112,parametric,0.019627375025765583,0.019627375025765583
feature_134,parametric,-0.019602056996109417,0.019602056996109417
feature_437,parametric,0.0194830238637692,0.0194830238637692
feature_484,parametric,-0.01947490245606425,0.01947490245606425
spatial_log_hazard_shape,spatial,-0.01944877724421997,0.01944877724421997
feature_103,parametric,0.019344738232158137,0.019344738232158137
feature_12,parametric,-0.01926080159740756,0.01926080159740756
feature_388,parametric,-0.01915501754563873,0.01915501754563873
feature_66,parametric,0.01914307641753425,0.01914307641753425
spatial_old_fail_density_w3,spatial,0.019082940731660142,0.019082940731660142
feature_162,parametric,0.01891661788769289,0.01891661788769289
feature_420,parametric,0.01885472064304417,0.01885472064304417
feature_167,parametric,0.018824106322795624,0.018824106322795624
feature_145,parametric,0.018574957665811954,0.018574957665811954
feature_376,parametric,-0.018475146855445327,0.018475146855445327
feature_219,parametric,0.018206210043259494,0.018206210043259494
feature_150,parametric,0.018105853931293107,0.018105853931293107
feature_304,parametric,0.01795910557623479,0.01795910557623479
feature_267,parametric,0.017859597668694126,0.017859597668694126
feature_307,parametric,0.017611040345855988,0.017611040345855988
feature_305,parametric,-0.017481264370276636,0.017481264370276636
feature_180,parametric,-0.017415287740140572,0.017415287740140572
