wafer_id,true_rate,recovered_rate
W_N_0083,0.08106132596731186,0.057196959079589084
W_N_0084,0.008102183230221272,0.013844426705902342
W_N_0085,0.0021553300321102142,0.011321906923829554
W_N_0086,0.026094254106283188,0.023574992093158244
W_N_0087,0.008192314766347408,0.00579109251754197
W_N_0088,0.02389688417315483,0.024970161722374467
W_N_0089,0.019842717796564102,0.007457090106763181
W_N_0090,0.014726369641721249,0.009898420861364266
W_N_0091,0.005062633194029331,0.0034913955193266867
W_N_0092,0.03147447854280472,0.026399136757221563
W_N_0093,0.027571678161621094,0.03234842501599645
W_N_0094,0.028840597718954086,0.021570954978353533
W_N_0095,0.012212850153446198,0.005823550665196756
W_N_0097,0.03364352509379387,0.02500105443520005
W_N_0098,0.05115214362740517,0.03663049069159592
W_N_0100,0.020600248128175735,0.02607147791975894
W_N_0101,0.0245475172996521,0.03207304788660473
W_N_0102,0.002221193164587021,0.002366074699386631
W_N_0103,0.004620514344424009,0.002218884739187085
W_N_0104,0.005930962041020393,0.004555062748480774
W_N_0105,0.007723396643996239,0.009034050497543349
W_N_0106,0.03884619101881981,0.04700617511954214
W_N_0107,0.04422925040125847,0.03232884317494916
W_N_0109,0.019110307097434998,0.006872430329879593
W_N_0110,0.027981704100966454,0.02653614301422669
W_N_0113,0.0032134316861629486,0.004376362490771057
W_N_0114,0.025402642786502838,0.02110778706592635
W_N_0115,0.0008144312887452543,0.0034631241922224937
W_N_0116,0.003168464871123433,0.006322689828970965
W_N_0117,0.0022788799833506346,0.0029579324586255255
W_N_0118,0.0338105708360672,0.037407248323801184
W_N_0119,0.01451678853482008,0.018827013791388257
W_N_0120,0.01666126400232315,0.0150336614444949
W_N_0121,0.020370621234178543,0.022160023082154843
W_N_0123,0.003110705642029643,0.006718477463192566
W_N_0124,0.006979407276958227,0.0076322971183301145
W_N_0129,0.0501641184091568,0.04927659976263817
W_N_0130,0.019721733406186104,0.02125795907008208
W_N_0131,0.0024624124635010958,0.00409384752654716
W_N_0132,0.014314301311969757,0.021898377906176957
W_N_0133,0.0341765396296978,0.02982645420564059
W_N_0134,0.023309864103794098,0.03157276684514568
W_N_0135,0.009119587019085884,0.00830878013733332
W_N_0136,0.04246777296066284,0.054001340808464214
W_N_0137,0.010222550481557846,0.00818449485329268
W_N_0138,0.007239780388772488,0.012416958847066548
W_N_0139,0.02209002710878849,0.023376868020486486
W_N_0140,0.000603688124101609,0.01289070806239474
W_N_0141,0.001593558001331985,0.002368362485153147
W_N_0143,0.008844946511089802,0.009213501493739416
W_N_0146,0.060458987951278687,0.06324263738350078
W_N_0147,0.009030153974890709,0.010852319638820121
W_N_0148,0.13003107905387878,0.11439510357955715
W_N_0149,0.0041393195278942585,0.004499913665243134
