wafer_id,die_row,die_col,old_label,predicted_probability
W_N_0055,3,15,0,0.010787026749988686
W_N_0055,3,16,0,0.011710231556393788
W_N_0055,3,17,0,0.010049857428722258
W_N_0055,3,18,0,0.0032386787786294773
W_N_0055,3,19,0,0.02280000764508813
W_N_0055,3,20,0,0.033548975622797565
W_N_0055,3,21,0,0.004261701781423151
W_N_0055,3,22,0,0.022442795424859264
W_N_0055,3,23,0,0.024472554957192416
W_N_0055,3,24,0,0.03931568544807779
W_N_0055,3,25,0,0.11709234793013552
W_N_0055,3,26,0,0.0013781758900966849
W_N_0055,3,27,0,0.015612364709007268
W_N_0055,3,28,1,0.9003917007820662
W_N_0055,3,29,1,0.00445124776334269
W_N_0055,4,7,0,0.00538520353195529
W_N_0055,4,8,0,0.0021337708453901356
W_N_0055,4,9,0,0.02925733609909032
W_N_0055,4,10,0,0.004027940096727227
W_N_0055,4,11,0,0.021872039863461024
W_N_0055,4,12,0,0.00906291988929255
W_N_0055,4,13,0,0.0054509962297413245
W_N_0055,4,14,0,0.2746714975300358
W_N_0055,4,15,0,0.010665913005457009
W_N_0055,4,16,0,0.1583801400721876
W_N_0055,4,17,0,0.0016225619749240918
W_N_0055,4,18,0,0.0009306701768798267
W_N_0055,4,19,0,0.02316144093649959
W_N_0055,4,20,0,0.0029205374913049468
W_N_0055,4,21,0,0.0019238266142110657
W_N_0055,4,22,0,0.004459964200997404
W_N_0055,4,23,0,0.008437228771067213
W_N_0055,4,24,0,0.09426743245658681
W_N_0055,4,25,0,0.007252309890672109
W_N_0055,4,26,0,0.004692555634062003
W_N_0055,4,27,0,0.003210355287457538
W_N_0055,4,28,0,0.005765028765145822
W_N_0055,4,29,0,0.014942206914136039
W_N_0055,4,30,0,0.0011469986400162548
W_N_0055,4,31,0,0.0007742498390443933
W_N_0055,5,6,0,0.0062426385555275354
W_N_0055,5,7,0,0.057895682199955986
W_N_0055,5,8,0,0.011299210555416165
W_N_0055,5,9,0,0.04594990697628197
W_N_0055,5,10,0,0.009599747092007305
W_N_0055,5,11,0,0.06808423522650217
W_N_0055,5,12,0,0.003126565783865823
W_N_0055,5,13,1,0.9932198775467402
W_N_0055,5,14,0,0.07062179787237924
W_N_0055,5,15,0,0.004252525080420632
W_N_0055,5,16,0,0.002438360873760172
W_N_0055,5,17,0,0.0022147645953092907
W_N_0055,5,18,0,0.005791268716375738
W_N_0055,5,19,0,0.0011163136526418573
W_N_0055,5,20,0,0.9989293036385342
W_N_0055,5,21,0,0.010094554804517123
W_N_0055,5,22,0,0.0015423980640615555
W_N_0055,5,23,0,0.01321846056455064
W_N_0055,5,24,0,0.013219203070870737
W_N_0055,5,25,0,0.0043888347993666955
W_N_0055,5,26,0,0.02685308224514818
W_N_0055,5,27,0,0.040789497984345995
W_N_0055,5,28,0,0.003287144337819897
W_N_0055,5,29,0,0.08947092720040091
W_N_0055,5,30,0,0.010742778588776345
W_N_0055,5,31,0,0.008950511777914295
W_N_0055,5,32,0,0.07240418345946804
W_N_0055,6,5,0,0.09400911030089318
W_N_0055,6,6,0,0.0035193811102821487
W_N_0055,6,7,0,0.006906983112467247
W_N_0055,6,8,0,0.0033525980224611415
W_N_0055,6,9,0,0.002544011857449031
W_N_0055,6,10,0,0.0011291036136045296
W_N_0055,6,11,0,0.011504373544885264
W_N_0055,6,12,0,0.0936190244936186
W_N_0055,6,13,0,0.014959073395653371
W_N_0055,6,14,0,0.014387025558087532
W_N_0055,6,15,0,0.0021872915209118333
W_N_0055,6,16,0,0.14734936745188035
W_N_0055,6,17,0,0.09486891880923012
W_N_0055,6,18,0,0.03762942323342436
W_N_0055,6,19,0,0.017979961300008666
W_N_0055,6,20,0,0.0018476591662137426
W_N_0055,6,21,0,0.002520127650978472
W_N_0055,6,22,0,0.0072691259344536165
W_N_0055,6,23,0,0.0033861983287177427
W_N_0055,6,24,0,0.0014987835053629408
W_N_0055,6,25,0,0.0018218553714588089
W_N_0055,6,26,0,0.10490556539362605
W_N_0055,6,27,0,0.0753584148464234
W_N_0055,6,28,0,0.008084558225789627
W_N_0055,6,29,0,0.002040601395977043
W_N_0055,6,30,0,0.012398387179886809
W_N_0055,6,31,0,0.1121457692395789
W_N_0055,6,32,0,0.10599263118258818
W_N_0055,6,33,0,0.003902526614741359
W_N_0055,7,4,1,0.11342459494299786
W_N_0055,7,5,0,0.029013485885166116
W_N_0055,7,6,1,0.6186546559735024
W_N_0055,7,7,0,0.003424137169884625
W_N_0055,7,8,0,0.01916413638785389
W_N_0055,7,9,0,0.010334946132667985
W_N_0055,7,10,0,0.0027028968755726753
W_N_0055,7,11,0,0.017937256574429856
W_N_0055,7,12,0,0.015727386878540625
W_N_0055,7,13,0,0.018514803825753167
W_N_0055,7,14,0,0.011435784467815149
W_N_0055,7,15,1,0.08146353903237842
W_N_0055,7,16,0,0.006733022057554753
W_N_0055,7,17,0,0.004291191449383236
W_N_0055,7,18,0,0.08020196021170228
W_N_0055,7,19,0,0.012421664344702306
W_N_0055,7,20,0,0.9928729140274442
W_N_0055,7,21,0,0.001902683999217618
W_N_0055,7,22,0,0.030508870009677214
W_N_0055,7,23,0,0.022780702987976745
W_N_0055,7,24,0,0.0230930026839222
W_N_0055,7,25,0,0.019266543774173105
W_N_0055,7,26,0,0.072031028646791
W_N_0055,7,27,0,0.0012950210732382533
W_N_0055,7,28,0,0.005255963712234199
W_N_0055,7,29,0,0.016644284860670887
W_N_0055,7,30,0,0.008930362613939336
W_N_0055,7,31,0,0.0190191094793418
W_N_0055,7,32,0,0.009935693737015175
W_N_0055,7,33,0,0.0036770958580477817
W_N_0055,8,3,0,0.004612487068268986
W_N_0055,8,4,0,0.002472137692877231
W_N_0055,8,5,0,0.0045182625007062615
W_N_0055,8,6,1,0.2801871519304954
W_N_0055,8,7,0,0.0018646352282318498
W_N_0055,8,8,0,0.013920482145264567
W_N_0055,8,9,0,0.008836791865510889
W_N_0055,8,10,0,0.06069800865362685
W_N_0055,8,11,0,0.012703126522658828
W_N_0055,8,12,0,0.021640168693177867
W_N_0055,8,13,0,0.011295847101993188
W_N_0055,8,14,0,0.021566676907579806
W_N_0055,8,15,0,0.005618385511359547
W_N_0055,8,16,0,0.00824267474065518
W_N_0055,8,17,0,0.0034246695586394823
W_N_0055,8,18,0,0.003309692045237527
W_N_0055,8,19,0,0.02077321260994185
W_N_0055,8,20,0,0.014202338147060213
W_N_0055,8,21,0,0.004336055724646191
W_N_0055,8,22,0,0.06555595905235163
W_N_0055,8,23,0,0.026267686278224605
W_N_0055,8,24,0,0.0014586774251105848
W_N_0055,8,25,0,0.05130679687703929
W_N_0055,8,26,0,0.1372755721118635
W_N_0055,8,27,0,0.003287582920384932
W_N_0055,8,28,0,0.33799479636412055
W_N_0055,8,29,0,0.006201773787295359
W_N_0055,8,30,0,0.014061748466249748
W_N_0055,8,31,0,0.011411955451950135
W_N_0055,8,32,0,0.0020776932245574454
W_N_0055,8,33,0,0.002547432156397645
W_N_0055,8,34,0,0.11873338320987792
W_N_0055,9,3,0,0.02451686428855355
W_N_0055,9,4,0,0.09401536451523584
W_N_0055,9,5,0,0.01258024038688637
W_N_0055,9,6,0,0.0029557448119622706
W_N_0055,9,7,0,0.0009349710273738388
W_N_0055,9,8,0,0.06212578140150308
W_N_0055,9,9,0,0.7593395800937972
W_N_0055,9,10,0,0.0031799405813505662
W_N_0055,9,11,0,0.32079569305768096
W_N_0055,9,12,0,0.039670171275308315
W_N_0055,9,13,0,0.025424406532238705
W_N_0055,9,14,0,0.013353351656192537
W_N_0055,9,15,0,0.020111518200511172
W_N_0055,9,16,0,0.012526501317459388
W_N_0055,9,17,0,0.004228105737012963
W_N_0055,9,18,0,0.010734412642821633
W_N_0055,9,19,0,0.007472880414481189
W_N_0055,9,20,0,0.004783367423642555
W_N_0055,9,21,0,0.0015769267518436945
W_N_0055,9,22,1,0.0581608594227727
W_N_0055,9,23,0,0.0007362089858930061
W_N_0055,9,24,0,0.09653056859396272
W_N_0055,9,25,0,0.01237102099703253
W_N_0055,9,26,0,0.0027136273626293585
W_N_0055,9,27,0,0.019618852781458987
W_N_0055,9,28,0,0.0024251872890747365
W_N_0055,9,29,0,0.053896844136296286
W_N_0055,9,30,0,0.023431112261628362
W_N_0055,9,31,0,0.013079633277984795
W_N_0055,9,32,0,0.017908973211475294
W_N_0055,9,33,0,0.0032178155160024285
W_N_0055,9,34,0,0.02631188072911302
W_N_0055,9,35,0,0.05135985657094823
W_N_0055,10,2,0,0.008458885241503148
W_N_0055,10,3,0,0.003276260084708628
W_N_0055,10,4,0,0.047166343473272365
W_N_0055,10,5,0,0.0011655992022768704
W_N_0055,10,6,0,0.009002374537771656
W_N_0055,10,7,0,0.018088776420741314
W_N_0055,10,8,0,0.02267991429962361
W_N_0055,10,9,0,0.007225405958265557
W_N_0055,10,10,0,0.030805766906742072
W_N_0055,10,11,0,0.002481914460025421
W_N_0055,10,12,0,0.010538331017983998
W_N_0055,10,13,0,0.009154082552238972
W_N_0055,10,14,0,0.0061338966781676
W_N_0055,10,15,0,0.0035257402775127787
W_N_0055,10,16,0,0.005069464734484097
W_N_0055,10,17,0,0.021159209735991277
W_N_0055,10,18,0,0.0039895032078303815
W_N_0055,10,19,0,0.00682052366516163
W_N_0055,10,20,0,0.06760778827259446
W_N_0055,10,21,0,0.0388172791652051
W_N_0055,10,22,0,0.01182259727878485
W_N_0055,10,23,0,0.032418925916487734
W_N_0055,10,24,0,0.055469965690715904
W_N_0055,10,25,0,0.0013922135458926638
W_N_0055,10,26,0,0.0021614225778414007
W_N_0055,10,27,0,0.0024948130208683954
W_N_0055,10,28,0,0.009416490277032572
W_N_0055,10,29,0,0.003287503217365635
W_N_0055,10,30,0,0.0014455838654855347
W_N_0055,10,31,0,0.1285534232566478
W_N_0055,10,32,0,0.004040620289963776
W_N_0055,10,33,0,0.019259388429967203
W_N_0055,10,34,0,0.009302606346882982
W_N_0055,10,35,0,0.027695738523211343
W_N_0055,11,2,0,0.020842504579945197
W_N_0055,11,3,0,0.015451375397621337
W_N_0055,11,4,0,0.031034427380571203
W_N_0055,11,5,0,0.0021810007036333957
W_N_0055,11,6,0,0.001253521663476531
W_N_0055,11,7,0,0.020283967365514997
W_N_0055,11,8,0,0.00809906522613218
W_N_0055,11,9,0,0.031771697907276644
W_N_0055,11,10,0,0.003981533957877653
W_N_0055,11,11,0,0.001971860051382524
W_N_0055,11,12,0,0.06425553539573678
W_N_0055,11,13,0,0.009994965726906925
W_N_0055,11,14,0,0.08660886579037906
W_N_0055,11,15,0,0.037598109549725464
W_N_0055,11,16,0,0.01928178429571578
W_N_0055,11,17,0,0.0013435676207186472
W_N_0055,11,18,0,0.0193969690056381
W_N_0055,11,19,0,0.04758989273658744
W_N_0055,11,20,1,0.19575884463366844
W_N_0055,11,21,0,0.011148284811331942
W_N_0055,11,22,0,0.02855493161545151
W_N_0055,11,23,0,0.015096226385458478
W_N_0055,11,24,0,0.13214864460242656
W_N_0055,11,25,0,0.005463965680374963
W_N_0055,11,26,0,0.09652991910931705
W_N_0055,11,27,0,0.021830800131000267
W_N_0055,11,28,0,0.009551384161594248
W_N_0055,11,29,0,0.012424117982271787
W_N_0055,11,30,0,0.030206902470901697
W_N_0055,11,31,0,0.010426226212188493
W_N_0055,11,32,0,0.0028840850230436458
W_N_0055,11,33,0,0.003531487148326203
W_N_0055,11,34,0,0.00907278155992252
W_N_0055,11,35,0,0.015136887894940686
W_N_0055,11,36,0,0.07280735587491857
W_N_0055,12,1,0,0.006051616620665106
W_N_0055,12,2,0,0.01594986248576552
W_N_0055,12,3,0,0.0023812276481506313
W_N_0055,12,4,0,0.12580326508381445
W_N_0055,12,5,0,0.08412974121002531
W_N_0055,12,6,0,0.3345327551733279
W_N_0055,12,7,0,0.32318328681420005
W_N_0055,12,8,0,0.045736306306323984
W_N_0055,12,9,0,0.03648331118120185
W_N_0055,12,10,0,0.0021665343921499895
W_N_0055,12,11,0,0.001785611182360365
W_N_0055,12,12,0,0.05609766392154973
W_N_0055,12,13,0,0.005205064603707651
W_N_0055,12,14,0,0.04154442203625318
W_N_0055,12,15,0,0.0011053971211089986
W_N_0055,12,16,0,0.0036444393225925995
W_N_0055,12,17,0,0.04773119797558903
W_N_0055,12,18,0,0.002347060460878318
W_N_0055,12,19,1,0.49010236514410527
W_N_0055,12,20,0,0.00499050644571606
W_N_0055,12,21,0,0.06121195442402576
W_N_0055,12,22,0,0.003346616680539492
W_N_0055,12,23,0,0.012413278372966676
W_N_0055,12,24,0,0.035086298359966635
W_N_0055,12,25,0,0.004896607955060208
W_N_0055,12,26,0,0.0016253442173465714
W_N_0055,12,27,0,0.00451271013119489
W_N_0055,12,28,0,0.07506629485283486
W_N_0055,12,29,0,0.01458921256879205
W_N_0055,12,30,0,0.045856370619232714
W_N_0055,12,31,0,0.4671688378229967
W_N_0055,12,32,0,0.020937753441067367
W_N_0055,12,33,0,0.10547290190084728
W_N_0055,12,34,0,0.02688951783895535
W_N_0055,12,35,0,0.07274911399768613
W_N_0055,12,36,0,0.007541013042595505
W_N_0055,13,1,0,0.08242017958594611
W_N_0055,13,2,0,0.005986812485952598
W_N_0055,13,3,0,0.11976626508304834
W_N_0055,13,4,0,0.003900011040229996
W_N_0055,13,5,0,0.01424277451784926
W_N_0055,13,6,0,0.0019078712152325475
W_N_0055,13,7,0,0.0016804927507614914
W_N_0055,13,8,0,0.01632690754374101
W_N_0055,13,9,0,0.05541638736822724
W_N_0055,13,10,0,0.00906647369605485
W_N_0055,13,11,0,0.0019422249816015186
W_N_0055,13,12,0,0.005605310114291058
W_N_0055,13,13,1,0.9971737635517409
W_N_0055,13,14,0,0.02031159469316474
W_N_0055,13,15,0,0.017474682020192336
W_N_0055,13,16,0,0.017439871829612846
W_N_0055,13,17,0,0.0016860960921313212
W_N_0055,13,18,0,0.02053119202392105
W_N_0055,13,19,0,0.007106768501160285
W_N_0055,13,20,0,0.0008359075316110048
W_N_0055,13,21,0,0.014072967698301927
W_N_0055,13,22,0,0.025534506993878988
W_N_0055,13,23,0,0.8974436220161773
W_N_0055,13,24,0,0.016300538370625697
W_N_0055,13,25,0,0.12917530724922266
W_N_0055,13,26,0,0.0009026496419444454
W_N_0055,13,27,0,0.05608085026785619
W_N_0055,13,28,0,0.007394202852271009
W_N_0055,13,29,0,0.0027184438744710577
W_N_0055,13,30,0,0.11770006413157615
W_N_0055,13,31,0,0.02133987531786061
W_N_0055,13,32,0,0.002235647771391071
W_N_0055,13,33,0,0.14732113352297538
W_N_0055,13,34,0,0.012147163457447435
W_N_0055,13,35,0,0.007760404951953957
W_N_0055,13,36,1,0.33993586538827525
W_N_0055,14,1,0,0.0030283940163943444
W_N_0055,14,2,0,0.016010566718000736
W_N_0055,14,3,0,0.0387192363018396
W_N_0055,14,4,0,0.01094742799882626
W_N_0055,14,5,0,0.0036328817534835712
W_N_0055,14,6,0,0.0033791579873073867
W_N_0055,14,7,0,0.010700331607751367
W_N_0055,14,8,0,0.011259925232906868
W_N_0055,14,9,0,0.0024298043200493362
W_N_0055,14,10,0,0.0037246621760284376
W_N_0055,14,11,0,0.0032884475938642238
W_N_0055,14,12,0,0.01920095461757214
W_N_0055,14,13,0,0.005528779039413927
W_N_0055,14,14,0,0.11867349263999988
W_N_0055,14,15,0,0.008388185917768326
W_N_0055,14,16,0,0.0025128269279218202
W_N_0055,14,17,0,0.010861389974484
W_N_0055,14,18,0,0.0034831828938831646
W_N_0055,14,19,0,0.002292838549630158
W_N_0055,14,20,1,0.9789697827531683
W_N_0055,14,21,0,0.004862517773036498
W_N_0055,14,22,0,0.009879860867056979
W_N_0055,14,23,0,0.00178575824758039
W_N_0055,14,24,0,0.010953488133082265
W_N_0055,14,25,0,0.0038880063035567855
W_N_0055,14,26,0,0.9761099243844216
W_N_0055,14,27,0,0.0855868427960911
W_N_0055,14,28,0,0.0020406484845107665
W_N_0055,14,29,0,0.1307926716487438
W_N_0055,14,30,0,0.03775924434262755
W_N_0055,14,31,0,0.2386297343871962
W_N_0055,14,32,0,0.01458129184976186
W_N_0055,14,33,0,0.00185060861638977
W_N_0055,14,34,0,0.005037399965745238
W_N_0055,14,35,0,0.0013735943989526135
W_N_0055,14,36,0,0.0037271460536848493
W_N_0055,14,37,0,0.017244756816955868
W_N_0055,15,1,0,0.0046556639805380275
W_N_0055,15,2,0,0.01342186669754136
W_N_0055,15,3,0,0.023376412218757144
W_N_0055,15,4,0,0.001778590996250107
W_N_0055,15,5,0,0.0024452215191088965
W_N_0055,15,6,0,0.011966913363496106
W_N_0055,15,7,0,0.03144636060375414
W_N_0055,15,8,0,0.03259837492198599
W_N_0055,15,9,0,0.016524249049819674
W_N_0055,15,10,0,0.0012769828451480241
W_N_0055,15,11,0,0.0039783821695683055
W_N_0055,15,12,0,0.007264713450824453
W_N_0055,15,13,0,0.00980204465915842
W_N_0055,15,14,0,0.13444750181224144
W_N_0055,15,15,0,0.0031912751287961646
W_N_0055,15,16,0,0.09541925388861545
W_N_0055,15,17,0,0.018578715302047633
W_N_0055,15,18,0,0.025508223498280285
W_N_0055,15,19,0,0.01946409589549302
W_N_0055,15,20,0,0.9978594681915925
W_N_0055,15,21,0,0.005403785381326058
W_N_0055,15,22,0,0.014787286285548113
W_N_0055,15,23,0,0.004694450299921514
W_N_0055,15,24,0,0.027308571460029293
W_N_0055,15,25,0,0.02793431812108098
W_N_0055,15,26,0,0.016285930254530682
W_N_0055,15,27,0,0.004136828747225336
W_N_0055,15,28,0,0.002353456079276246
W_N_0055,15,29,0,0.010609027063116453
W_N_0055,15,30,0,0.008015711477557596
W_N_0055,15,31,0,0.03957090167576618
W_N_0055,15,32,0,0.007293955169857188
W_N_0055,15,33,0,0.06797741349287417
W_N_0055,15,34,0,0.0076425306809328065
W_N_0055,15,35,0,0.00345065796967971
W_N_0055,15,36,0,0.03924445049226745
W_N_0055,15,37,0,0.010390367004647804
W_N_0055,16,0,0,0.045170661037987045
W_N_0055,16,1,0,0.027766491567479335
W_N_0055,16,2,0,0.029329279813332672
W_N_0055,16,3,0,0.04263781081789705
W_N_0055,16,4,0,0.004607051992843827
W_N_0055,16,5,0,0.0031643225746990585
W_N_0055,16,6,0,0.005562077052282184
W_N_0055,16,7,0,0.004124477905411416
W_N_0055,16,8,0,0.01570219459872097
W_N_0055,16,9,0,0.24750883511053118
W_N_0055,16,10,0,0.029062592568933246
W_N_0055,16,11,0,0.030364243232458694
W_N_0055,16,12,0,0.0010015179040858396
W_N_0055,16,13,0,0.005689352621855251
W_N_0055,16,14,0,0.014475598313467852
W_N_0055,16,15,0,0.03435635084787369
W_N_0055,16,16,0,0.021009212297197516
W_N_0055,16,17,0,0.2429516153859836
W_N_0055,16,18,0,0.003286797295943745
W_N_0055,16,19,0,0.00394671966188893
W_N_0055,16,20,0,0.0014856981470029874
W_N_0055,16,21,0,0.1398070176539678
W_N_0055,16,22,0,0.01779621095338653
W_N_0055,16,23,0,0.0027077359021580013
W_N_0055,16,24,0,0.004275897527022647
W_N_0055,16,25,1,0.04164805823631651
W_N_0055,16,26,0,0.021528713601114496
W_N_0055,16,27,0,0.003477639461663402
W_N_0055,16,28,0,0.008922405704101018
W_N_0055,16,29,0,0.001080244834371871
W_N_0055,16,30,0,0.04725481120875682
W_N_0055,16,31,0,0.023439576658060186
W_N_0055,16,32,0,0.003012834134381995
W_N_0055,16,33,0,0.006736729123574662
W_N_0055,16,34,0,0.017915289657018177
W_N_0055,16,35,0,0.01358923256803092
W_N_0055,16,36,0,0.028601077712883994
W_N_0055,16,37,0,0.025829073452444767
W_N_0055,17,0,0,0.003461227887211075
W_N_0055,17,1,0,0.011179809594464426
W_N_0055,17,2,0,0.04640332050162309
W_N_0055,17,3,0,0.005391554229835295
W_N_0055,17,4,0,0.011725145667260661
W_N_0055,17,5,0,0.002075985559454282
W_N_0055,17,6,0,0.011875580555055288
W_N_0055,17,7,0,0.002602597989445737
W_N_0055,17,8,0,0.0022507878841722703
W_N_0055,17,9,0,0.14837552488040107
W_N_0055,17,10,0,0.05979297828394241
W_N_0055,17,11,0,0.005284947003242351
W_N_0055,17,12,0,0.049123433266640294
W_N_0055,17,13,0,0.013478511950149104
W_N_0055,17,14,0,0.00264273215177757
W_N_0055,17,15,0,0.005954603887408121
W_N_0055,17,16,0,0.016687361454821376
W_N_0055,17,17,0,0.10186452433254796
W_N_0055,17,18,0,0.020137426094019393
W_N_0055,17,19,0,0.002702890665399328
W_N_0055,17,20,0,0.1229353755950061
W_N_0055,17,21,0,0.021116306850379612
W_N_0055,17,22,0,0.05038977358852623
W_N_0055,17,23,0,0.017605812697799598
W_N_0055,17,24,0,0.0266661812314732
W_N_0055,17,25,0,0.005384170090880401
W_N_0055,17,26,0,0.052401358446312954
W_N_0055,17,27,0,0.010078257376719673
W_N_0055,17,28,0,0.20639546272736506
W_N_0055,17,29,0,0.012934011968572799
W_N_0055,17,30,0,0.03103825168739959
W_N_0055,17,31,0,0.003224968999729288
W_N_0055,17,32,0,0.2096402870594302
W_N_0055,17,33,0,0.0015718331967356323
W_N_0055,17,34,0,0.003019343032901739
W_N_0055,17,35,0,0.0020414814141953615
W_N_0055,17,36,0,0.015942685843389807
W_N_0055,17,37,0,0.01599314487624655
W_N_0055,18,0,1,0.6580960552233374
W_N_0055,18,1,0,0.002675269689581458
W_N_0055,18,2,1,0.8476078374189151
W_N_0055,18,3,0,0.020557488884797387
W_N_0055,18,4,0,0.046344818503226005
W_N_0055,18,5,0,0.016975311158708727
W_N_0055,18,6,0,0.003052931173549913
W_N_0055,18,7,0,0.007945101751795561
W_N_0055,18,8,0,0.03273184086165637
W_N_0055,18,9,0,0.010490352246517625
W_N_0055,18,10,0,0.006822391078181805
W_N_0055,18,11,0,0.02724596017555679
W_N_0055,18,12,0,0.006548984093827665
W_N_0055,18,13,0,0.0012709723790414894
W_N_0055,18,14,0,0.026956462790480206
W_N_0055,18,15,0,0.012093294018892923
W_N_0055,18,16,0,0.003347045398346392
W_N_0055,18,17,0,0.01207455266691804
W_N_0055,18,18,0,0.007084694982721881
W_N_0055,18,19,1,0.19170185787736294
W_N_0055,18,20,0,0.0032149218432259495
W_N_0055,18,21,0,0.011341110590938076
W_N_0055,18,22,0,0.0026630416376784
W_N_0055,18,23,0,0.03187314812893223
W_N_0055,18,24,0,0.08757342203651693
W_N_0055,18,25,0,0.002050520053097003
W_N_0055,18,26,0,0.034728323194051586
W_N_0055,18,27,0,0.0073873505475036075
W_N_0055,18,28,0,0.15907871436505033
W_N_0055,18,29,0,0.004569329276504812
W_N_0055,18,30,0,0.029951475206475144
W_N_0055,18,31,0,0.025540091359346744
W_N_0055,18,32,0,0.000912207015545757
W_N_0055,18,33,0,0.03348435138201372
W_N_0055,18,34,0,0.005504611262271615
W_N_0055,18,35,0,0.09638677569551192
W_N_0055,18,36,0,0.25620698479631904
W_N_0055,18,37,0,0.02264534519425679
W_N_0055,19,0,1,0.22981783071983874
W_N_0055,19,1,0,0.0011515530017628683
W_N_0055,19,2,0,0.03012353055358814
W_N_0055,19,3,0,0.02823300599549948
W_N_0055,19,4,0,0.00289571936879735
W_N_0055,19,5,0,0.016098117586694393
W_N_0055,19,6,0,0.0038566585183210673
W_N_0055,19,7,0,0.012061521281264158
W_N_0055,19,8,0,0.008813180768017775
W_N_0055,19,9,0,0.0140958251547191
W_N_0055,19,10,0,0.014926077840354652
W_N_0055,19,11,0,0.004661447777070036
W_N_0055,19,12,0,0.0346520525270334
W_N_0055,19,13,0,0.03195810133623063
W_N_0055,19,14,0,0.08046766354144674
W_N_0055,19,15,0,0.0014080950887111435
W_N_0055,19,16,0,0.015200000396260838
W_N_0055,19,17,0,0.006978539303945183
W_N_0055,19,18,0,0.014129864401159837
W_N_0055,19,19,0,0.03370020329119859
W_N_0055,19,20,0,0.004184656981188468
W_N_0055,19,21,0,0.009613816478885602
W_N_0055,19,22,0,0.017424363606343682
W_N_0055,19,23,0,0.0015315425449337627
W_N_0055,19,24,0,0.0025692792928619546
W_N_0055,19,25,0,0.0037322236828666207
W_N_0055,19,26,0,0.003924876355534753
W_N_0055,19,27,0,0.013378348832575005
W_N_0055,19,28,0,0.03377612705222362
W_N_0055,19,29,0,0.006779709611543404
W_N_0055,19,30,0,0.1718051962671841
W_N_0055,19,31,0,0.016089401081174133
W_N_0055,19,32,0,0.004092143311010068
W_N_0055,19,33,0,0.05021102181642779
W_N_0055,19,34,1,0.9983544677462192
W_N_0055,19,35,1,0.9846868111082526
W_N_0055,19,36,0,0.028574697885350702
W_N_0055,19,37,1,0.2445956410262981
W_N_0055,20,0,0,0.039074823189457444
W_N_0055,20,1,0,0.012743107408606501
W_N_0055,20,2,0,0.03608135269523078
W_N_0055,20,3,0,0.009901689758403297
W_N_0055,20,4,0,0.02095101730591824
W_N_0055,20,5,0,0.0017925072234213986
W_N_0055,20,6,0,0.004600658499466444
W_N_0055,20,7,0,0.0007600575511538259
W_N_0055,20,8,0,0.025338608386126768
W_N_0055,20,9,0,0.00454062831332191
W_N_0055,20,10,0,0.005174556045880145
W_N_0055,20,11,0,0.034752505659049686
W_N_0055,20,12,0,0.00845419013005054
W_N_0055,20,13,0,0.01895341674944827
W_N_0055,20,14,0,0.0006198981413772159
W_N_0055,20,15,0,0.045299390382082624
W_N_0055,20,16,0,0.0300455934362215
W_N_0055,20,17,0,0.03968380890089844
